	cmd	descr	duration	enclaved	operation	program	size	time
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000305	False	1346269, 2178309	gcd	7.0	2021-08-21 12:45:39.184789
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000458	False	14930352, 24157817	gcd	8.0	2021-08-21 12:45:39.190083
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000447	False	102334155, 165580141	gcd	9.0	2021-08-21 12:45:39.197048
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.00067	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:39.203541
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020043	True	2, 3	gcd	1.0	2021-08-21 12:45:39.218410
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040081	True	13, 21	gcd	2.0	2021-08-21 12:45:39.501287
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064797	True	144, 233	gcd	3.0	2021-08-21 12:45:39.981236
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089817	True	1597, 2584	gcd	4.0	2021-08-21 12:45:40.709278
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109065	True	10946, 17711	gcd	5.0	2021-08-21 12:45:41.689270
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134768	True	121393, 196418	gcd	6.0	2021-08-21 12:45:42.861211
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159064	True	1346269, 2178309	gcd	7.0	2021-08-21 12:45:44.289245
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.18464	True	14930352, 24157817	gcd	8.0	2021-08-21 12:45:45.961239
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.20468	True	102334155, 165580141	gcd	9.0	2021-08-21 12:45:47.889229
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254092	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:50.017270
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:45:52.642023
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:45:52.644478
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:45:52.646822
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:45:52.649610
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000182	False	10946, 17711	gcd	5.0	2021-08-21 12:45:52.652878
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000256	False	121393, 196418	gcd	6.0	2021-08-21 12:45:52.656692
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000344	False	1346269, 2178309	gcd	7.0	2021-08-21 12:45:52.661442
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000469	False	14930352, 24157817	gcd	8.0	2021-08-21 12:45:52.667391
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000525	False	102334155, 165580141	gcd	9.0	2021-08-21 12:45:52.674566
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000577	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:45:52.682397
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020208	True	2, 3	gcd	1.0	2021-08-21 12:45:52.695391
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039973	True	13, 21	gcd	2.0	2021-08-21 12:45:52.981226
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064589	True	144, 233	gcd	3.0	2021-08-21 12:45:53.461244
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089866	True	1597, 2584	gcd	4.0	2021-08-21 12:45:54.185243
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109904	True	10946, 17711	gcd	5.0	2021-08-21 12:45:55.165246
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.133869	True	121393, 196418	gcd	6.0	2021-08-21 12:45:56.345232
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159725	True	1346269, 2178309	gcd	7.0	2021-08-21 12:45:57.765252
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184637	True	14930352, 24157817	gcd	8.0	2021-08-21 12:45:59.441248
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203515	True	102334155, 165580141	gcd	9.0	2021-08-21 12:46:01.369251
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254878	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:03.485239
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:46:06.118053
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:46:06.120489
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:46:06.122821
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:46:06.125601
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:46:06.128885
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000223	False	121393, 196418	gcd	6.0	2021-08-21 12:46:06.132554
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000303	False	1346269, 2178309	gcd	7.0	2021-08-21 12:46:06.136754
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000413	False	14930352, 24157817	gcd	8.0	2021-08-21 12:46:06.141943
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000438	False	102334155, 165580141	gcd	9.0	2021-08-21 12:46:06.148233
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000617	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:06.154642
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019951	True	2, 3	gcd	1.0	2021-08-21 12:46:06.167819
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040288	True	13, 21	gcd	2.0	2021-08-21 12:46:06.453258
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064542	True	144, 233	gcd	3.0	2021-08-21 12:46:06.937233
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089927	True	1597, 2584	gcd	4.0	2021-08-21 12:46:07.661232
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109357	True	10946, 17711	gcd	5.0	2021-08-21 12:46:08.641229
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134454	True	121393, 196418	gcd	6.0	2021-08-21 12:46:09.813235
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.1588	True	1346269, 2178309	gcd	7.0	2021-08-21 12:46:11.237242
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184513	True	14930352, 24157817	gcd	8.0	2021-08-21 12:46:12.905232
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203451	True	102334155, 165580141	gcd	9.0	2021-08-21 12:46:14.829235
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254152	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:16.945223
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:46:19.570063
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:46:19.572477
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:46:19.574807
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:46:19.577580
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000181	False	10946, 17711	gcd	5.0	2021-08-21 12:46:19.580854
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000253	False	121393, 196418	gcd	6.0	2021-08-21 12:46:19.584651
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000364	False	1346269, 2178309	gcd	7.0	2021-08-21 12:46:19.589384
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000522	False	14930352, 24157817	gcd	8.0	2021-08-21 12:46:19.595539
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000416	False	102334155, 165580141	gcd	9.0	2021-08-21 12:46:19.603466
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000598	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:19.609611
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019962	True	2, 3	gcd	1.0	2021-08-21 12:46:19.622949
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039763	True	13, 21	gcd	2.0	2021-08-21 12:46:19.901239
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064865	True	144, 233	gcd	3.0	2021-08-21 12:46:20.377254
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089679	True	1597, 2584	gcd	4.0	2021-08-21 12:46:21.105255
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109239	True	10946, 17711	gcd	5.0	2021-08-21 12:46:22.081304
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134403	True	121393, 196418	gcd	6.0	2021-08-21 12:46:23.253276
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159055	True	1346269, 2178309	gcd	7.0	2021-08-21 12:46:24.677286
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184256	True	14930352, 24157817	gcd	8.0	2021-08-21 12:46:26.349261
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.204007	True	102334155, 165580141	gcd	9.0	2021-08-21 12:46:28.273287
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253968	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:30.393302
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:46:33.018059
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:46:33.020480
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:46:33.022817
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:46:33.025619
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:46:33.028936
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:46:33.032647
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:46:33.036837
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000416	False	14930352, 24157817	gcd	8.0	2021-08-21 12:46:33.041551
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000456	False	102334155, 165580141	gcd	9.0	2021-08-21 12:46:33.047877
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000619	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:33.054646
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019924	True	2, 3	gcd	1.0	2021-08-21 12:46:33.067831
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040166	True	13, 21	gcd	2.0	2021-08-21 12:46:33.353280
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064667	True	144, 233	gcd	3.0	2021-08-21 12:46:33.833285
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089892	True	1597, 2584	gcd	4.0	2021-08-21 12:46:34.561237
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109341	True	10946, 17711	gcd	5.0	2021-08-21 12:46:35.541276
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134507	True	121393, 196418	gcd	6.0	2021-08-21 12:46:36.713287
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.160202	True	1346269, 2178309	gcd	7.0	2021-08-21 12:46:38.137284
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184758	True	14930352, 24157817	gcd	8.0	2021-08-21 12:46:39.821261
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203568	True	102334155, 165580141	gcd	9.0	2021-08-21 12:46:41.749296
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254427	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:46:43.865255
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:46:46.494128
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.7e-05	False	13, 21	gcd	2.0	2021-08-21 12:46:46.496561
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:46:46.498898
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:46:46.501665
